Precinct	total_votes	votes|Yes	votes|No
01001	449	314	135
01002	491	384	107
01003	631	423	208
01004	587	422	165
01005	569	387	182
01006	498	360	138
01007	371	241	130
01008	447	312	135
01009	362	268	94
01010	691	478	213
01011	609	418	191
01012	619	447	172
01013	232	173	59
01014	541	383	158
01015	454	335	119
01016	471	342	129
01017	413	270	143
01018	533	380	153
01019	586	409	177
01020	421	315	106
01021	662	415	247
01022	328	251	77
01023	688	443	245
01024	448	340	108
01025	488	350	138
01026	337	249	88
01027	560	380	180
01028	130	107	23
01029	517	346	171
01030	570	421	149
01031	491	356	135
01032	529	377	152
01033	595	435	160
01034	459	308	151
01035	660	490	170
01036	601	414	187
01037	558	401	157
01038	510	359	151
01039	448	307	141
01040	489	364	125
01041	270	186	84
01042	167	117	50
01043	325	245	80
01044	439	298	141
02001	609	454	155
02002	442	316	126
02003	644	432	212
02004	483	331	152
02005	693	497	196
02006	554	389	165
02007	509	354	155
02008	663	457	206
02009	506	357	149
02010	487	329	158
02011	569	403	166
02012	446	307	139
02013	500	323	177
02014	521	367	154
02015	517	340	177
02016	530	366	164
02017	625	408	217
02018	552	404	148
02019	373	243	130
02020	667	474	193
02021	557	377	180
02022	607	420	187
02023	387	277	110
02024	519	373	146
02025	645	427	218
02026	473	318	155
02027	525	389	136
02028	657	477	180
02029	608	457	151
02030	497	357	140
02031	728	497	231
02032	530	389	141
02033	806	564	242
02034	455	312	143
02035	778	565	213
02036	464	336	128
02037	488	352	136
02038	525	379	146
02039	355	272	83
02040	608	452	156
02041	609	449	160
02042	599	463	136
02043	774	538	236
02044	358	244	114
02045	502	381	121
02046	346	248	98
03001	540	464	76
03002	481	426	55
03003	369	299	70
03004	532	438	94
03005	323	259	64
03006	672	486	186
03007	331	288	43
03008	425	344	81
03009	461	383	78
03010	185	162	23
03011	484	395	89
03012	428	355	73
03013	657	466	191
03014	493	370	123
03015	504	419	85
03016	477	399	78
03017	670	521	149
03018	684	566	118
03019	645	484	161
03020	489	409	80
03021	545	422	123
03022	755	555	200
03023	445	374	71
03024	408	344	64
03025	909	691	218
03026	639	431	208
03027	687	505	182
03028	245	212	33
03029	538	447	91
03030	448	369	79
03031	574	494	80
03032	587	430	157
03033	677	518	159
03034	674	525	149
03035	249	200	49
03036	285	251	34
03037	438	373	65
03038	340	291	49
03039	763	536	227
03040	516	414	102
03041	370	294	76
04001	683	410	273
04002	699	476	223
04003	431	368	63
04004	635	535	100
04005	487	395	92
04006	565	467	98
04007	433	363	70
04008	571	480	91
04009	509	399	110
04010	565	453	112
04011	505	423	82
04012	575	487	88
04013	633	471	162
04014	503	393	110
04015	607	488	119
04016	787	564	223
04017	712	479	233
04018	428	367	61
04019	442	361	81
04020	486	340	146
04021	744	577	167
04022	543	377	166
04023	692	432	260
04024	481	356	125
04025	621	418	203
04026	462	386	76
04027	609	406	203
04028	472	400	72
04029	514	425	89
04030	673	570	103
04031	462	346	116
04032	554	439	115
04033	521	388	133
04034	427	326	101
04035	569	471	98
04036	566	465	101
04037	925	645	280
04038	505	426	79
05001	451	387	64
05002	384	325	59
05003	531	323	208
05004	593	444	149
05005	422	360	62
05006	387	332	55
05007	463	343	120
05008	546	300	246
05009	594	426	168
05010	427	357	70
05011	521	324	197
05012	353	292	61
05013	403	340	63
05014	381	313	68
05015	461	351	110
05016	411	338	73
05017	380	327	53
05018	473	326	147
05019	487	260	227
05020	557	394	163
05021	555	371	184
05022	561	374	187
05023	871	546	325
05024	585	397	188
05025	447	347	100
05026	505	429	76
05027	686	377	309
05028	499	410	89
05029	530	437	93
05030	367	310	57
05031	396	327	69
05032	509	432	77
05033	459	384	75
05034	658	308	350
05035	533	336	197
05036	277	230	47
05037	487	320	167
05038	462	390	72
05039	416	250	166
05040	350	298	52
05041	239	172	67
06001	413	336	77
